reference_id,trade_date,time_of_trade,underlying,expiration_date,strike_price,trade_type,open_interest,ind,exchange_code,spread,premium_price,trade_size,bid_size,bid_price,ask_price,ask_size,edge,lean_size,size_ratio,trade_count,delta,theta,vega,gamma,sigma,rho
280384314,2018-02-12,11:11:54:528000,AMZN,2018-02-16,1395,C,170,AUTOX,T,1.7,20.05,1,94,18.35,20.05,179,100,179,47.49,176,0.44,-1044.825,58.308,0.007,0.408,6.728
280386020,2018-02-12,11:12:35:103000,AMZN,2018-04-20,1350,C,192,AUTOX,T,3.2,104.85,1,50,101.65,104.85,151,100,151,66.89,49,0.596,-230.542,230.001,0.002,0.366,132.528
280387521,2018-02-12,11:13:15:014000,DWDP,2018-02-16,74,P,579,REG,C,0.97,3.7,5,820,2.73,3.7,530,100,530,-54.72,2,-0.804,-41.086,2.093,0.081,0.449,-0.689
280387938,2018-02-12,11:13:25:439000,ON,2018-04-20,14,C,22,AUTOX,X,0.9,7.6,1,1678,6.7,7.6,1085,100,1085,-54.65,2,0.998,-0.081,0.05,0.002,0.339,2.566
280388682,2018-02-12,11:13:41:756000,AMZN,2018-02-16,1275,P,449,REG,W,0.77,3,4,85,2.28,3.05,205,87,205,58.54,77,-0.068,-456.444,19.495,0.002,0.534,-1.107
280388729,2018-02-12,11:13:43:753000,COHR,2018-02-16,200,P,184,AUTOX,E,1.25,3.3,1,263,2.05,3.3,335,100,335,21.49,11,-0.303,-199.925,7.69,0.027,0.593,-0.742
280389463,2018-02-12,11:13:55:994000,RWR,2018-07-20,82,P,14,REG,C,1.1,5.1,1,71,4,5.1,477,100,477,85.12,1,-0.441,-5.165,21.507,0.034,0.212,-17.612
280391272,2018-02-12,11:14:40:003000,USCR,2018-03-16,77.5,C,52,AUTOX,A,0.8,4.4,1,239,3.6,4.4,161,100,161,-48.45,2,0.524,-22.976,9.147,0.039,0.44,3.217
280391861,2018-02-12,11:14:51:299000,OLED,2018-06-15,160,C,332,REG,C,1.1,17.6,1,188,16.5,17.6,440,100,440,57.27,7,0.486,-32.257,34.123,0.007,0.635,18.48
280393107,2018-02-12,11:15:15:023000,XLP,2018-06-15,40,C,8,AUTOX,E,1.1,14.7,16,268,13.6,14.7,181,100,181,-48.07,18,1,-0.1,0,0,0,13.481
280393108,2018-02-12,11:15:15:023000,XLP,2018-06-15,40,C,8,REG,M,1.1,14.7,16,268,13.6,14.7,181,100,181,-48.07,18,1,-0.1,0,0,0,13.481
280394078,2018-02-12,11:15:31:042000,SPX,2018-02-12,2655,P,280,REG,C,0.8,6.6,5,28,5.8,6.6,183,100,183,84.7,330,0,0,0,0,0,0
280395909,2018-02-12,11:16:01:561000,OEX,2018-02-16,1155,C,200,REG,C,1.3,28.2,150,118,26.9,28.2,200,100,200,41,8,0,0,0,0,0,0
280397789,2018-02-12,11:16:37:136000,SPX,2018-04-13,2800,C,11,REG,C,1.2,17.7,5,571,16.4,17.6,600,117,600,4.83,2,0,0,0,0,0,0
280402088,2018-02-12,11:17:59:966000,MZOR,2018-03-16,50,C,5,AUTOX,A,1.6,13.1,2,211,11.5,13.1,241,100,241,12.45,2,0.87,-14.712,3.844,0.017,0.669,3.622
280403996,2018-02-12,11:18:42:946000,BA,2018-03-29,350,C,5,REG,C,2.35,13.5,1,458,11.15,13.5,254,100,254,-80.31,8,0.456,-61.983,47.867,0.01,0.318,17.804
280405327,2018-02-12,11:19:08:819000,TSLA,2018-03-16,300,C,1083,ISOI,E,0.8,23.6,1,16,22.8,23.6,497,100,497,96.78,31,0.65,-86.25,34.365,0.009,0.439,15.839
280408732,2018-02-12,11:20:27:091000,JEC,2018-02-16,67.5,P,170,REG,M,0.9,5.2,1,410,4.3,5.2,993,100,993,58.71,3,-0.905,-23.623,1.142,0.053,0.474,-0.701
280411478,2018-02-12,11:21:19:217000,NKTR,2018-02-16,80,C,179,AUTOX,X,1.6,2.3,1,113,0.7,2.3,251,100,251,54.98,36,0.347,-94.145,3.051,0.064,0.702,0.291
280411904,2018-02-12,11:21:27:750000,AMZN,2018-03-16,1370,C,755,AUTOX,T,1.55,65.7,1,1,64.15,65.7,166,100,166,99.4,36,0.556,-337.656,161.993,0.003,0.365,61.778
280416078,2018-02-12,11:22:51:346000,ABBV,2018-02-16,97.5,C,4012,AUTOX,X,1.05,15.3,1,241,14.25,15.3,827,100,827,70.86,3,1,-0.244,0,0,0,1.109
280417372,2018-02-12,11:23:15:417000,OSTK,2018-02-16,57,C,23,AUTOX,E,1.05,3.8,5,550,2.75,3.8,592,100,592,7.09,26,0.497,-157.7,2.391,0.044,1.5,0.281
280417373,2018-02-12,11:23:15:418000,OSTK,2018-02-16,57,C,23,AUTOX,J,0.95,3.7,5,546,2.75,3.7,299,100,299,-82.61,26,0.497,-157.7,2.391,0.044,1.5,0.281
280417848,2018-02-12,11:23:25:606000,TQQQ,2018-04-20,125,P,23,ISOI,E,3.2,11.5,1,423,8.3,11.5,1249,100,1249,66.13,3,-0.27,-40.204,20.418,0.007,0.726,-8.757
280419222,2018-02-12,11:23:55:852000,VRX,2020-01-17,15,C,1592,AUTOX,X,1.1,7.6,3,2404,6.5,7.6,2607,100,2607,7.79,5,0.739,-1.299,8.091,0.021,0.612,12.005
280421035,2018-02-12,11:24:36:541000,ADBE,2018-03-16,170,C,15,AUTOX,X,1.05,24.55,1,388,23.5,24.55,320,100,320,-21.25,6,0.856,-30.671,12.912,0.01,0.413,12.361
280423229,2018-02-12,11:25:30:012000,TQQQ,2018-02-16,143,C,26,AUTOX,X,2.7,6.79,1,2971,4.1,6.8,3101,99,3101,4.19,6,0.539,-222.771,6.083,0.031,0.832,0.818
280424830,2018-02-12,11:25:59:928000,EDC,2018-04-20,155,C,27,ISOI,E,1.55,3.9,1,151,2.35,3.9,1009,100,1009,85.03,4,0.19,-21.188,14.288,0.009,0.544,3.793
280424831,2018-02-12,11:25:59:928000,EDC,2018-04-20,155,C,27,ISOI,I,1.55,3.9,1,151,2.35,3.9,1006,100,1006,84.99,4,0.19,-21.188,14.288,0.009,0.544,3.793
280424832,2018-02-12,11:25:59:928000,EDC,2018-04-20,155,C,27,ISOI,J,1.55,3.9,2,151,2.35,3.9,1006,100,1006,84.99,4,0.19,-21.188,14.288,0.009,0.544,3.793
280424833,2018-02-12,11:25:59:928000,EDC,2018-04-20,155,C,27,ISOI,M,1.55,3.9,1,151,2.35,3.9,1006,100,1006,84.99,4,0.19,-21.188,14.288,0.009,0.544,3.793
280425881,2018-02-12,11:26:24:323000,TSRO,2018-03-16,75,C,459,AUTOX,X,2.55,2.9,5,825,0.35,2.9,445,100,445,-85.39,1,0.242,-28.425,5.568,0.02,0.897,1.103
280425941,2018-02-12,11:26:26:440000,VHT,2018-03-16,150,P,21,ISOI,E,2.6,3.3,1,1894,0.7,3.3,968,100,968,-95.66,4,-0.31,-23.301,16.237,0.03,0.254,-4.442
280425942,2018-02-12,11:26:26:440000,VHT,2018-03-16,150,P,21,ISOI,H,2.6,3.3,3,1894,0.7,3.3,964,100,964,-96.47,4,-0.31,-23.301,16.237,0.03,0.254,-4.442
280425943,2018-02-12,11:26:26:441000,VHT,2018-03-16,150,P,21,ISOI,I,2.6,3.3,1,1894,0.7,3.3,964,100,964,-96.47,4,-0.31,-23.301,16.237,0.03,0.254,-4.442
280426770,2018-02-12,11:26:42:826000,AMZN,2018-02-16,1382.5,P,122,REG,C,1.95,25.3,1,44,23.35,25.3,162,100,162,72.84,67,-0.499,-1048.195,58.775,0.007,0.406,-8.118
280783384,2018-02-12,14:07:09:694000,ABEO,2018-02-16,5,C,0,REG,P,2.3,8,10,115,5.7,8,440,100,440,73.86,43,1,-0.012,0,0,0,0.055
280428381,2018-02-12,11:27:19:224000,UDOW,2018-04-20,90,C,118,REG,M,2.3,10.4,2,1998,8.1,10.4,1113,100,1113,-79.51,10,0.569,-24.51,15.342,0.017,0.585,7.757
280428382,2018-02-12,11:27:19:224000,UDOW,2018-04-20,90,C,118,REG,M,2.3,10.4,1,1998,8.1,10.4,1113,100,1113,-79.51,10,0.569,-24.51,15.342,0.017,0.585,7.757
280428383,2018-02-12,11:27:19:224000,UDOW,2018-04-20,90,C,118,REG,M,2.3,10.4,1,1998,8.1,10.4,1113,100,1113,-79.51,10,0.569,-24.51,15.342,0.017,0.585,7.757
280428384,2018-02-12,11:27:19:224000,UDOW,2018-04-20,90,C,118,REG,M,2.3,10.4,1,1998,8.1,10.4,1113,100,1113,-79.51,10,0.569,-24.51,15.342,0.017,0.585,7.757
280432586,2018-02-12,11:29:04:187000,FB,2020-01-17,195,C,657,AUTOX,Q,1.1,25.95,1,158,24.85,25.95,293,100,293,46.08,1,0.506,-8.591,97.131,0.005,0.335,122.039
280442151,2018-02-12,11:32:57:009000,SPX,2018-04-20,2300,P,228,REG,C,1,21.6,2,144,20.6,21.6,450,100,450,68,7,0,0,0,0,0,0
280442410,2018-02-12,11:33:02:860000,LLY,2018-02-16,82.5,P,2258,AUTOX,X,1,7,1,625,6,7,2190,100,2190,71.46,6,-0.893,-36.752,1.505,0.041,0.557,-0.846
280443226,2018-02-12,11:33:21:987000,GUSH,2018-04-20,10,C,0,AUTOX,X,0.9,11.5,1,451,10.6,11.5,573,100,573,21.29,1,0.957,-2.589,0.811,0.009,1.164,1.634
282985047,2018-02-15,08:30:00:483000,TQQQ,2018-03-16,155,C,702,AUTOX,X,2.2,11.8,1,11,9.7,11.9,159,91,159,93.08,26,0,0,0,0,0,0
280452599,2018-02-12,11:37:50:411000,FUN,2018-06-15,65,C,81,AUTOX,E,0.9,3.9,1,219,3,3.9,228,100,228,3.95,1,0.623,-3.691,14.694,0.059,0.165,12.839
282985183,2018-02-15,08:30:00:780000,SPY,2019-09-20,265,P,29,AUTOX,X,0.98,19.38,9,255,18.41,19.39,257,98,257,0.78,1,0,0,0,0,0,0
280463145,2018-02-12,11:42:49:617000,GASL,2018-04-20,18,C,0,REG,M,3.7,4.5,3,537,0.8,4.5,1241,100,1241,56.73,1,0.548,-5.31,3.041,0.081,0.64,1.452
280464298,2018-02-12,11:43:20:612000,COTY,2018-03-09,21,C,0,AUTOX,X,1.63,1.91,5,390,0.28,1.91,1853,100,1853,78.95,3,0.378,-5.565,2.021,0.189,0.378,0.493
280465522,2018-02-12,11:43:45:319000,WAL,2018-03-16,50,P,32,REG,P,1.5,1.65,8,210,0.15,1.65,403,100,403,47.89,1,-0.143,-11.15,3.878,0.026,0.507,-0.787
280468611,2018-02-12,11:45:12:131000,FB,2020-01-17,180,C,2305,AUTOX,A,1.25,32.45,2,360,31.2,32.45,366,100,366,1.64,8,0.577,-8.704,95.293,0.005,0.345,133.947
280468612,2018-02-12,11:45:12:131000,FB,2020-01-17,180,C,2305,AUTOX,A,1.25,32.45,6,360,31.2,32.45,366,100,366,1.64,8,0.577,-8.704,95.293,0.005,0.345,133.947
280468613,2018-02-12,11:45:12:131000,FB,2020-01-17,180,C,2305,AUTOX,A,1.25,32.45,8,360,31.2,32.45,366,100,366,1.64,8,0.577,-8.704,95.293,0.005,0.345,133.947
280468615,2018-02-12,11:45:12:190000,AAPL,2020-01-17,165,C,4413,AUTOX,A,0.8,24.7,10,22,23.9,24.7,400,100,400,94.5,37,0.565,-6.511,88.824,0.006,0.275,130.883
280468616,2018-02-12,11:45:12:193000,AAPL,2020-01-17,165,C,4413,ISOI,N,0.8,24.7,3,22,23.9,24.7,429,100,429,94.87,37,0.565,-6.511,88.824,0.006,0.275,130.883
280468618,2018-02-12,11:45:12:198000,AAPL,2020-01-17,165,C,4413,ISOI,T,0.8,24.7,8,22,23.9,24.7,419,100,419,94.75,37,0.565,-6.511,88.824,0.006,0.275,130.883
280471808,2018-02-12,11:46:40:848000,BIDU,2018-02-16,222.5,P,278,AUTOX,E,0.95,8.25,1,431,7.3,8.25,568,100,568,24.12,10,-0.502,-324.235,9.41,0.022,0.781,-1.35
280477219,2018-02-12,11:49:03:361000,ADP,2019-01-18,130,C,3749,REG,M,1.1,4.4,4,466,3.3,4.4,452,100,452,-3.1,2,0.285,-4.48,36.718,0.014,0.224,26.151
280477284,2018-02-12,11:49:05:967000,LYB,2019-01-18,130,C,182,AUTOX,X,0.8,4.8,3,117,4,4.8,336,100,336,65.18,4,0.288,-4.935,36.299,0.013,0.25,25.64
280477309,2018-02-12,11:49:06:541000,MO,2019-01-18,77.5,C,1986,AUTOX,Z,0.9,2.17,2,133,1.27,2.17,1210,100,1210,89.01,7,0.223,-2.091,18.796,0.023,0.204,12.156
280477310,2018-02-12,11:49:06:541000,MO,2019-01-18,77.5,C,1986,AUTOX,J,0.9,2.17,5,133,1.27,2.17,1305,100,1305,89.81,7,0.223,-2.091,18.796,0.023,0.204,12.156
280477481,2018-02-12,11:49:12:291000,THO,2018-06-15,175,C,12,AUTOX,X,1.45,2.1,1,237,0.65,2.1,519,100,519,54.34,2,0.094,-6.959,12.464,0.006,0.375,3.676
280478289,2018-02-12,11:49:35:708000,YINN,2018-07-20,34,C,8,ISOI,E,1,7,1,1,6,7,1203,100,1203,99.92,4,0.582,-6.851,8.659,0.026,0.682,5.947
280481456,2018-02-12,11:51:10:290000,VIX,2018-03-07,25,P,100,REG,C,1.2,7.2,1,246,6,7.2,235,100,235,-4.68,3,0,0,0,0,0,0
280485687,2018-02-12,11:53:02:169000,SPY,2018-06-15,300,P,183,REG,C,0.81,35.64,2,38,34.83,35.64,204,100,204,81.37,7,-0.908,-5.049,25.367,0.007,0.153,-93.207
280491782,2018-02-12,11:55:39:158000,YINN,2018-07-20,34,C,8,ISOI,E,1.2,6.7,1,71,5.5,6.7,187,100,187,62.03,4,0.585,-6.808,8.685,0.026,0.676,6.018
280492582,2018-02-12,11:56:00:415000,YINN,2018-07-20,34,C,8,ISOI,B,1.2,6.7,1,83,5.5,6.7,226,100,226,63.27,4,0.585,-6.819,8.684,0.026,0.677,6.016
280493832,2018-02-12,11:56:34:530000,LRCX,2018-06-15,175,C,566,REG,C,0.8,13.7,1,393,12.9,13.7,248,100,248,-58.47,12,0.5,-22.856,39.497,0.01,0.387,24.238
280497426,2018-02-12,11:58:24:811000,INCY,2019-01-18,82.5,C,0,AUTOX,E,1.7,20.7,1,138,19,20.7,191,100,191,27.75,2,0.643,-9.047,31.361,0.008,0.532,33.896
280499027,2018-02-12,11:59:19:726000,INCY,2019-01-18,82.5,C,0,AUTOX,A,1.6,20.6,1,138,19,20.6,202,100,202,31.68,2,0.643,-9.055,31.346,0.008,0.533,33.799
280501100,2018-02-12,12:00:20:153000,DUG,2018-04-20,43,C,1,ISOI,I,0.95,3.5,1,330,2.55,3.5,533,100,533,38.09,2,0.473,-9.744,7.059,0.044,0.505,3.065
280502130,2018-02-12,12:00:54:210000,KWEB,2018-08-17,50,C,34,REG,M,0.8,12,1,225,11.2,12,201,100,201,-11.94,3,0.797,-4.225,12.01,0.019,0.351,18.321
280505369,2018-02-12,12:02:42:997000,AAPL,2020-01-17,165,C,4413,REG,C,1,24.5,6,72,23.5,24.5,180,100,180,60,37,0.564,-6.444,88.88,0.006,0.272,131.246
280505370,2018-02-12,12:02:42:997000,AAPL,2020-01-17,165,C,4413,AUTOX,E,1,24.5,4,72,23.5,24.5,180,100,180,60,37,0.564,-6.444,88.88,0.006,0.272,131.246
280506052,2018-02-12,12:03:07:539000,NOC,2018-03-16,340,C,519,REG,W,0.8,8.9,5,406,8.1,8.9,311,100,311,-30.55,19,0.477,-55.017,39.866,0.017,0.241,13.392
280506384,2018-02-12,12:03:20:026000,NVDA,2018-03-16,205,C,1235,AUTOX,E,0.8,27.1,2,426,26.3,27.1,649,100,649,34.36,13,0.777,-57.486,20.071,0.009,0.5,13.16
280509188,2018-02-12,12:04:53:744000,SVXY,2020-01-17,13,C,463,AUTOX,X,1.4,5.95,4,165,4.55,5.95,183,100,183,9.84,2,0.717,-1.341,5.244,0.022,0.982,5.354
280510058,2018-02-12,12:05:23:649000,SPX,2018-04-30,2560,P,1068,REG,C,1.6,60.5,22,64,58.9,60.5,203,100,203,68.47,5,0,0,0,0,0,0
280510516,2018-02-12,12:05:36:499000,NVDA,2020-01-17,200,P,922,AUTOX,E,2.4,35.7,2,118,33.3,35.7,185,100,185,36.22,30,-0.303,-11.358,110.158,0.003,0.407,-199.374
280515853,2018-02-12,12:07:54:987000,SWKS,2019-01-18,105,C,408,AUTOX,E,1.2,14.2,5,335,13,14.2,403,100,403,16.87,1,0.554,-7.62,39.483,0.011,0.354,40.786
280520244,2018-02-12,12:09:55:433000,NVDA,2020-01-17,245,C,205,ISOI,P,4.15,52.8,1,81,48.65,52.8,223,100,223,63.68,1,0.579,-14.731,122.949,0.003,0.456,156.196
280520825,2018-02-12,12:10:16:802000,AAPL,2020-01-17,180,C,7827,AUTOX,Z,1,17.8,100,2,16.8,17.8,160,100,160,98.75,27,0.467,-6.38,89.485,0.007,0.269,112.118
280521810,2018-02-12,12:10:51:226000,QCOM,2018-06-15,80,P,12,AUTOX,Z,1.35,15.75,2,39,14.4,15.75,198,100,198,80.3,10,-0.939,-1.301,4.568,0.015,0.22,-25.682
280534844,2018-02-12,12:18:49:850000,RIOT,2019-01-18,33,P,47,AUTOX,Z,1.1,22.7,13,32,21.7,22.8,536,82,536,94.03,7,-0.394,-5.091,6.557,0.015,1.467,-26.831
280534886,2018-02-12,12:18:52:106000,RIOT,2019-01-18,33,P,47,AUTOX,Z,1,22.7,4,32,21.7,22.7,233,100,233,86.27,7,-0.394,-5.091,6.557,0.015,1.467,-26.831
280534887,2018-02-12,12:18:52:106000,RIOT,2019-01-18,33,P,47,ISOI,Q,1,22.7,5,32,21.7,22.7,238,100,238,86.55,7,-0.394,-5.091,6.557,0.015,1.467,-26.831
280534888,2018-02-12,12:18:52:107000,RIOT,2019-01-18,33,P,47,ISOI,X,1,22.7,4,32,21.7,22.7,238,100,238,86.55,7,-0.394,-5.091,6.557,0.015,1.467,-26.831
280536583,2018-02-12,12:19:46:331000,QCOM,2020-01-17,50,C,1506,REG,M,3.55,21.3,1,277,17.75,21.3,293,100,293,5.46,3,0.794,-2.24,25.748,0.01,0.324,61.844
280539483,2018-02-12,12:21:21:171000,VXX,2019-01-18,35,C,579,BWRT,I,2,22.74,6,226,20.8,22.8,247,94,247,8.5,1,0.796,-6.302,13.447,0.007,0.867,16.147
280542972,2018-02-12,12:23:24:442000,QCOM,2018-06-15,80,P,12,AUTOX,Z,1.75,15.75,2,32,14,15.75,196,100,196,83.67,10,-1,0.2,0,0,0,-26.951
280547245,2018-02-12,12:25:30:127000,IEMG,2018-03-16,46,C,11,ISOI,I,0.9,11.6,1,333,10.7,11.6,365,100,365,8.77,1,1,-0.115,0,0,0,4.04
280548006,2018-02-12,12:25:58:949000,MXEA,2018-02-16,2130,P,70,REG,C,16,115.5,1,10,99.5,115.5,279,100,279,96.42,20,0,0,0,0,0,0
280548007,2018-02-12,12:25:58:950000,MXEA,2018-02-16,2130,P,70,REG,C,16,115.5,8,10,99.5,115.5,270,100,270,96.3,20,0,0,0,0,0,0
280549319,2018-02-12,12:26:44:988000,ANET,2018-03-16,280,C,249,ISOI,B,2.6,22.3,1,272,19.7,22.3,228,100,228,-19.3,22,0.576,-103.202,33.086,0.008,0.546,12.601
280554215,2018-02-12,12:29:14:265000,WB,2018-02-16,115,C,483,AUTOX,E,0.8,7.3,2,142,6.5,7.3,322,100,322,55.9,17,0.61,-222.929,4.798,0.029,1.044,0.733
280555590,2018-02-12,12:29:57:384000,MAR,2018-03-23,133,C,0,ISOI,M,0.9,9.5,1,187,8.6,9.5,179,100,179,-4.47,1,0.673,-25.005,16.369,0.025,0.324,9.018
280558910,2018-02-12,12:31:35:779000,QCOM,2018-06-15,80,P,12,AUTOX,Z,1.75,15.75,2,29,14,15.75,194,100,194,85.05,10,-1,0.2,0,0,0,-26.95
280560365,2018-02-12,12:32:23:378000,OSTK,2018-09-21,60,C,44,ISOI,M,1.3,14.3,1,1,13,14.3,731,100,731,99.86,2,0.585,-11.808,16.861,0.011,0.845,11.932
280561007,2018-02-12,12:32:44:011000,BLK,2018-02-16,540,C,205,REG,M,1.25,2.95,2,296,1.7,2.95,384,100,384,22.92,4,0.224,-222.972,16.703,0.018,0.3,1.302
280561794,2018-02-12,12:33:06:209000,SHOP,2018-03-09,127,C,0,ISOI,P,1.1,7.9,2,763,6.8,7.9,495,100,495,-54.14,1,0.507,-58.957,13.146,0.02,0.615,3.863
280570226,2018-02-12,12:37:02:445000,QCOM,2018-06-15,80,P,12,AUTOX,Z,1.3,15.75,2,29,14.45,15.75,192,100,192,84.9,10,-0.94,-1.262,4.501,0.014,0.218,-25.701
280571521,2018-02-12,12:37:32:241000,QCOM,2018-06-15,80,P,12,AUTOX,Z,1.3,15.75,2,29,14.45,15.75,190,100,190,84.74,10,-0.95,-0.999,3.881,0.013,0.207,-25.91
280577097,2018-02-12,12:40:34:506000,NSC,2018-03-29,136,C,0,AUTOX,X,1,8.69,1,607,7.7,8.7,327,98,327,-85.63,1,0.614,-25.21,18.773,0.024,0.329,9.547
280578369,2018-02-12,12:41:12:586000,QCOM,2018-02-16,86,C,0,ISOI,M,1.75,1.75,1,0,0,1.75,330,100,330,100,1,0.196,-224.551,1.909,0.015,2.641,0.124
280578651,2018-02-12,12:41:22:798000,GOOGL,2018-02-23,1000,P,95,ISOI,X,1.3,6.3,2,1,5,6.3,206,100,206,99.51,7,-0.151,-223.733,43.088,0.004,0.316,-4.982
280579624,2018-02-12,12:41:57:427000,AAPL,2020-01-17,130,C,2308,AUTOX,E,1.9,45.2,5,1,43.3,45.2,877,100,877,99.89,4,0.785,-4.906,65.937,0.005,0.275,164.383
280588878,2018-02-12,12:46:49:348000,WYNN,2018-03-02,155,C,18,ISOI,M,0.9,10.9,1,506,10,10.9,424,100,424,-19.34,7,0.719,-51.988,12.226,0.022,0.419,5.277
280592744,2018-02-12,12:49:16:168000,ARNC,2020-01-17,18,C,22,ISOI,M,1,9.45,3,2017,8.45,9.45,2493,100,2493,19.09,1,0.802,-1.047,9.555,0.02,0.412,21.032
280593003,2018-02-12,12:49:25:497000,AA,2019-01-18,32,C,104,AUTOX,N,1.7,17.4,2,2220,15.7,17.4,1927,100,1927,-15.2,1,0.855,-2.655,10.26,0.011,0.472,21.603
280595538,2018-02-12,12:50:25:016000,SRPT,2019-01-18,45,C,251,ISOI,M,1.7,20.5,1,285,18.8,20.5,331,100,331,13.9,1,0.769,-5.536,17.068,0.009,0.598,23.581
280596641,2018-02-12,12:50:57:184000,DWDP,2020-01-17,70,C,750,ISOI,C,1.15,11.65,2,5,10.5,11.65,405,100,405,98.77,9,0.592,-2.468,38.401,0.016,0.24,61.755
280600200,2018-02-12,12:52:10:133000,CNX,2019-01-18,22,C,54,AUTOX,I,1.5,1.5,7,0,0,1.5,180,100,180,100,1,0.345,-1.806,4.62,0.041,0.726,2.778
280600419,2018-02-12,12:52:16:772000,DWDP,2020-01-17,90,C,353,ISOI,I,1.74,4.3,6,459,2.56,4.3,706,100,706,34.99,5,0.279,-1.945,33.294,0.015,0.221,32.101
280602921,2018-02-12,12:53:12:613000,ASML,2018-04-20,190,C,391,REG,M,1.2,9.1,1,270,7.9,9.1,201,100,201,-34.33,4,0.465,-28.392,31.638,0.015,0.327,14.295
280615492,2018-02-12,12:57:05:989000,AA,2018-02-16,42,C,75,AUTOX,T,0.9,5.4,5,1401,4.5,5.4,1582,100,1582,11.44,1,0.979,-5.79,0.246,0.019,0.518,0.459
280620192,2018-02-12,12:58:18:856000,NVDA,2020-01-17,225,C,510,AUTOX,X,3.4,59.7,1,110,56.3,59.7,290,100,290,62.07,8,0.632,-14.254,118.697,0.003,0.456,165.441
280625796,2018-02-12,13:00:03:819000,NOC,2018-03-16,340,C,519,ISOI,E,0.9,9.5,1,369,8.6,9.5,492,100,492,25,19,0.499,-54.015,40.079,0.017,0.235,14.076
280625797,2018-02-12,13:00:03:819000,NOC,2018-03-16,340,C,519,ISOI,I,0.9,9.5,1,369,8.6,9.5,491,100,491,24.85,19,0.499,-54.015,40.079,0.017,0.235,14.076
280625798,2018-02-12,13:00:03:819000,NOC,2018-03-16,340,C,519,ISOI,J,0.9,9.5,5,369,8.6,9.5,491,100,491,24.85,19,0.499,-54.015,40.079,0.017,0.235,14.076
280625799,2018-02-12,13:00:03:819000,NOC,2018-03-16,340,C,519,ISOI,M,0.9,9.5,1,359,8.6,9.5,481,100,481,25.36,19,0.499,-54.015,40.079,0.017,0.235,14.076
280629637,2018-02-12,13:01:24:505000,SDS,2018-03-02,42.5,C,35,REG,M,2.11,3.05,2,1030,0.94,3.05,11650,100,11650,91.16,3,0.37,-16.303,3.431,0.088,0.47,0.697
280630402,2018-02-12,13:01:37:257000,ANET,2019-01-18,280,C,78,AUTOX,J,1.6,55.6,5,10,54,55.6,312,100,312,96.79,3,0.61,-27.156,105.89,0.003,0.473,111.795
280630403,2018-02-12,13:01:37:257000,ANET,2019-01-18,280,C,78,AUTOX,H,1.6,55.6,5,10,54,55.6,312,100,312,96.79,3,0.61,-27.156,105.89,0.003,0.473,111.795
280632540,2018-02-12,13:02:19:862000,VRTX,2018-03-16,150,P,798,AUTOX,E,1.4,7.3,1,107,5.9,7.3,647,100,647,83.46,1,-0.436,-38.704,17.706,0.023,0.386,-6.336
280634543,2018-02-12,13:02:57:889000,COHR,2018-02-16,250,P,205,AUTOX,E,3.2,45.4,5,187,42.2,45.4,286,100,286,34.62,4,-0.972,-58.006,1.423,0.003,0.921,-2.732
280636544,2018-02-12,13:03:39:131000,OSTK,2018-03-16,60,P,1367,AUTOX,E,1.3,11.6,5,1647,10.3,11.6,1228,100,1228,-34.12,26,-0.528,-44.732,6.464,0.02,1.218,-3.509
280643121,2018-02-12,13:06:11:155000,REGN,2018-03-23,345,C,2,AUTOX,X,2.6,15.6,5,3,13,15.6,162,100,162,98.15,4,0.501,-67.484,44.761,0.011,0.321,16.93
280643122,2018-02-12,13:06:11:156000,REGN,2018-03-23,345,C,2,AUTOX,H,2.6,15.6,2,3,13,15.6,162,100,162,98.15,4,0.501,-67.484,44.761,0.011,0.321,16.93
280649845,2018-02-12,13:08:54:725000,EDC,2018-03-16,144,C,2,ISOI,P,1.1,3.3,11,181,2.2,3.3,521,100,521,65.26,6,0.232,-38.64,11.222,0.014,0.603,2.284
280649846,2018-02-12,13:08:54:725000,EDC,2018-03-16,144,C,2,ISOI,E,1.1,3.3,1,170,2.2,3.3,500,100,500,66,6,0.232,-38.64,11.222,0.014,0.603,2.284
280649847,2018-02-12,13:08:54:725000,EDC,2018-03-16,144,C,2,ISOI,I,1.1,3.3,1,170,2.2,3.3,500,100,500,66,6,0.232,-38.64,11.222,0.014,0.603,2.284
280649966,2018-02-12,13:08:57:086000,IGV,2018-02-16,155,C,568,REG,M,2.8,9.1,1,310,6.3,9.1,261,100,261,-18.77,7,0.799,-108.686,4.81,0.033,0.503,1.356
280650143,2018-02-12,13:09:00:008000,WB,2018-03-02,119,C,11,ISOI,X,0.8,7.3,2,352,6.5,7.3,312,100,312,-12.82,5,0.524,-71.025,10.524,0.023,0.667,2.74
280652523,2018-02-12,13:09:56:415000,VIX,2018-02-21,26,P,34,REG,C,1.2,5.2,3,400,4,5.2,201,100,201,-99,5,0,0,0,0,0,0
280654564,2018-02-12,13:10:58:029000,GALT,2018-02-16,5,P,441,AUTOX,X,1.2,1.14,20,0,0,1.2,192,90,192,100,4,-0.748,-16.289,0.133,0.279,2.738,-0.047
280656941,2018-02-12,13:12:06:413000,ULTA,2018-06-15,210,C,98,AUTOX,H,2.2,20.8,2,149,18.6,20.8,177,100,177,15.82,5,0.54,-29.745,48.123,0.008,0.413,31.415
